,Player Name,Agent Name,R,ACS,K,D,K/D +/–,+/–,ADR,HS%,FK,FK/FD +/–,+/–,Team Name,Map Name,Map #,Stage,Series
99,Wailers,Brimstone,"0.58
0.85
0.35","80
116
51","6
4
2","

16
7
9

","4
3
1","-10
-3
-7","62
99
31","28%
31%
20%","0
0
0","2
0
2","-2
0
-2",Gentle Mates,Fracture,1,Playoffs,Upper Semifinals
100,ALIVE,Raze,"1.74
1.41
2.51","333
273
479","19
11
8","

9
7
2

","6
4
2","+10
+4
+6","241
214
306","25%
24%
25%","5
3
2","2
1
1","+3
+2
+1",Acend,Lotus,2,Playoffs,Upper Semifinals
101,musashi,Killjoy,"1.26
1.24
1.31","220
203
264","15
10
5","

8
6
2

","3
2
1","+7
+4
+3","151
136
190","49%
52%
43%","1
0
1","0
0
0","+1
0
+1",Acend,Lotus,2,Playoffs,Upper Semifinals
102,baddyG,Omen,"1.18
1.17
1.20","201
219
158","13
10
3","

9
7
2

","8
5
3","+4
+3
+1","112
116
102","23%
17%
36%","0
0
0","2
2
0","-2
-2
0",Acend,Lotus,2,Playoffs,Upper Semifinals
103,Br0die,Fade,"0.99
1.12
0.66","131
151
85","8
6
2","

9
6
3

","9
7
2","-1
0
-1","89
97
68","25%
20%
50%","0
0
0","0
0
0","0
0
0",Acend,Lotus,2,Playoffs,Upper Semifinals
104,MONSTEERR,Viper,"0.85
0.64
1.35","162
130
242","9
4
5","

11
8
3

","6
5
1","-2
-4
+2","124
100
181","36%
35%
36%","3
2
1","4
4
0","-1
-2
+1",Acend,Lotus,2,Playoffs,Upper Semifinals
105,logaN,Killjoy,"1.11
0.48
1.37","229
138
268","12
2
10","

12
4
8

","2
0
2","0
-2
+2","150
90
175","22%
33%
20%","1
0
1","1
0
1","0
0
0",Gentle Mates,Lotus,2,Playoffs,Upper Semifinals
106,beyAz,Skye,"1.02
0.81
1.11","158
146
164","9
2
7","

11
6
5

","6
2
4","-2
-4
+2","112
114
111","41%
70%
27%","0
0
0","0
0
0","0
0
0",Gentle Mates,Lotus,2,Playoffs,Upper Semifinals
107,TakaS,Jett,"0.91
0.61
1.04","227
228
227","14
4
10","

14
5
9

","1
1
0","0
-1
+1","139
140
138","24%
13%
33%","4
0
4","4
2
2","0
-2
+2",Gentle Mates,Lotus,2,Playoffs,Upper Semifinals
108,nataNk,Phoenix,"0.66
0.41
0.77","150
117
164","8
2
6","

14
5
9

","4
1
3","-6
-3
-3","96
70
107","24%
17%
26%","3
1
2","4
2
2","-1
-1
0",Gentle Mates,Lotus,2,Playoffs,Upper Semifinals
109,Wailers,Astra,"0.41
0.55
0.35","70
107
55","3
2
1","

13
4
9

","1
0
1","-10
-2
-8","54
69
48","17%
13%
20%","0
0
0","0
0
0","0
0
0",Gentle Mates,Lotus,2,Playoffs,Upper Semifinals
110,logaN,Killjoy,"1.36
1.05
1.67","248
251
247","23
11
12","

14
10
4

","3
1
2","+9
+1
+8","161
182
140","25%
31%
19%","4
0
4","1
1
0","+3
-1
+4",Gentle Mates,Haven,1,Group Stage,Day 4
111,nataNk,Breach,"1.04
0.66
1.43","226
163
290","19
6
13","

16
11
5

","6
5
1","+3
-5
+8","154
102
206","36%
20%
48%","2
0
2","4
4
0","-2
-4
+2",Gentle Mates,Haven,1,Group Stage,Day 4
112,beyAz,Sova,"1.02
0.80
1.24","212
153
273","17
6
11","

18
10
8

","9
3
6","-1
-4
+3","126
92
160","26%
25%
26%","2
1
1","1
0
1","+1
+1
0",Gentle Mates,Haven,1,Group Stage,Day 4
113,TakaS,Jett,"0.92
0.57
1.26","188
180
198","18
8
10","

16
11
5

","0
0
0","+2
-3
+5","122
110
135","22%
29%
15%","4
2
2","2
2
0","+2
0
+2",Gentle Mates,Haven,1,Group Stage,Day 4
114,Wailers,Omen,"0.85
0.36
1.34","166
139
194","14
5
9","

16
12
4

","8
4
4","-2
-7
+5","112
88
135","20%
15%
23%","1
0
1","3
2
1","-2
-2
0",Gentle Mates,Haven,1,Group Stage,Day 4
115,Keiko,Jett,"1.20
0.73
1.67","214
192
237","20
8
12","

15
11
4

","2
1
1","+5
-3
+8","136
110
163","33%
33%
33%","7
1
6","4
3
1","+3
-2
+5",Apeks,Haven,1,Group Stage,Day 4
116,Mistic,Omen,"1.00
0.87
1.13","210
197
224","17
8
9","

19
10
9

","12
3
9","-2
-2
0","150
129
170","25%
17%
32%","0
0
0","3
2
1","-3
-2
-1",Apeks,Haven,1,Group Stage,Day 4
117,MAGNUM,Killjoy,"0.96
0.57
1.35","200
158
243","20
6
14","

19
11
8

","2
1
1","+1
-5
+6","145
114
176","38%
29%
46%","2
1
1","4
4
0","-2
-3
+1",Apeks,Haven,1,Group Stage,Day 4
118,ShadoW,Breach,"0.89
0.47
1.32","154
95
214","13
3
10","

17
11
6

","8
4
4","-4
-8
+4","106
61
151","27%
13%
36%","0
0
0","0
0
0","0
0
0",Apeks,Haven,1,Group Stage,Day 4
119,Enzo,Sova,"0.69
0.20
1.18","142
37
248","10
1
9","

21
12
9

","8
1
7","-11
-11
0","102
25
179","19%
13%
21%","2
0
2","2
1
1","0
-1
+1",Apeks,Haven,1,Group Stage,Day 4
120,Wailers,Omen,"1.13
1.05
1.23","277
211
358","21
9
12","

16
9
7

","5
3
2","+5
0
+5","178
148
213","29%
30%
28%","4
2
2","1
0
1","+3
+2
+1",Gentle Mates,Ascent,2,Group Stage,Day 4
121,beyAz,Sova,"0.96
0.75
1.22","178
163
196","13
6
7","

14
9
5

","6
3
3","-1
-3
+2","111
102
123","15%
8%
25%","1
0
1","1
1
0","0
-1
+1",Gentle Mates,Ascent,2,Group Stage,Day 4
122,logaN,Killjoy,"0.87
0.44
1.39","141
64
235","10
3
7","

14
9
5

","5
1
4","-4
-6
+2","93
31
167","21%
0%
26%","1
0
1","3
2
1","-2
-2
0",Gentle Mates,Ascent,2,Group Stage,Day 4
123,TakaS,Jett,"0.70
0.47
0.97","151
157
145","11
5
6","

17
11
6

","3
1
2","-6
-6
0","104
105
103","25%
44%
0%","1
1
0","6
4
2","-5
-3
-2",Gentle Mates,Ascent,2,Group Stage,Day 4
124,nataNk,Kayo,"0.26
0.03
0.60","59
26
100","3
0
3","

19
12
7

","5
0
5","-16
-12
-4","37
26
50","5%
0%
8%","0
0
0","4
2
2","-4
-2
-2",Gentle Mates,Ascent,2,Group Stage,Day 4
125,Keiko,Jett,"1.47
1.28
1.63","274
278
271","22
10
12","

12
7
5

","6
4
2","+10
+3
+7","162
171
155","22%
22%
21%","6
2
4","1
0
1","+5
+2
+3",Apeks,Ascent,2,Group Stage,Day 4
126,Mistic,Omen,"1.30
1.38
1.23","191
200
185","17
8
9","

10
5
5

","13
3
10","+7
+3
+4","133
136
131","28%
35%
22%","2
1
1","3
1
2","-1
0
-1",Apeks,Ascent,2,Group Stage,Day 4
127,Enzo,Sova,"1.20
0.70
1.61","207
157
249","15
5
10","

14
10
4

","9
2
7","+1
-5
+6","144
114
169","13%
14%
13%","3
2
1","1
1
0","+2
+1
+1",Apeks,Ascent,2,Group Stage,Day 4
128,MAGNUM,Cypher,"1.16
0.86
1.42","170
138
198","14
6
8","

11
6
5

","4
0
4","+3
0
+3","106
98
114","23%
36%
18%","3
1
2","1
1
0","+2
0
+2",Apeks,Ascent,2,Group Stage,Day 4
129,ShadoW,Kayo,"1.07
0.44
1.60","133
41
212","12
1
11","

11
9
2

","10
3
7","+1
-8
+9","90
22
146","17%
0%
20%","1
0
1","1
1
0","0
-1
+1",Apeks,Ascent,2,Group Stage,Day 4
130,logaN,Viper,"1.38
1.09
1.81","271
198
381","21
9
12","

10
7
3

","1
1
0","+11
+2
+9","178
148
224","29%
35%
23%","2
1
1","0
0
0","+2
+1
+1",Gentle Mates,Split,1,Group Stage,Day 3
131,TakaS,Jett,"1.17
1.33
0.94","217
293
103","16
13
3","

11
8
3

","2
2
0","+5
+5
0","133
178
67","24%
28%
11%","3
2
1","2
2
0","+1
0
+1",Gentle Mates,Split,1,Group Stage,Day 3
132,nataNk,Raze,"1.14
0.95
1.43","232
206
272","15
8
7","

13
8
5

","8
4
4","+2
0
+2","151
133
177","11%
9%
15%","5
2
3","3
3
0","+2
-1
+3",Gentle Mates,Split,1,Group Stage,Day 3
133,beyAz,Skye,"1.02
1.27
0.64","140
192
64","10
8
2","

10
6
4

","12
10
2","0
+2
-2","86
113
45","24%
23%
29%","1
1
0","0
0
0","+1
+1
0",Gentle Mates,Split,1,Group Stage,Day 3
134,Wailers,Astra,"0.90
0.64
1.29","189
128
282","12
4
8","

15
10
5

","8
7
1","-3
-6
+3","124
90
175","24%
19%
28%","2
0
2","2
1
1","0
-1
+1",Gentle Mates,Split,1,Group Stage,Day 3
135,waddle,Cypher,"1.13
0.81
1.35","206
191
218","15
6
9","

14
7
7

","5
0
5","+1
-1
+2","121
107
131","36%
42%
33%","0
0
0","0
0
0","0
0
0",FOKUS,Split,1,Group Stage,Day 3
136,Lime,Raze,"0.99
0.55
1.28","216
127
276","16
4
12","

14
6
8

","2
1
1","+2
-2
+4","148
95
183","32%
25%
36%","2
0
2","5
3
2","-3
-3
0",FOKUS,Split,1,Group Stage,Day 3
137,YaBoiLewis,Sage,"0.90
0.88
0.92","140
133
145","9
3
6","

14
5
9

","9
4
5","-5
-2
-3","95
84
103","50%
40%
58%","1
0
1","1
0
1","0
0
0",FOKUS,Split,1,Group Stage,Day 3
138,KPZET,Omen,"0.83
1.11
0.65","148
177
130","10
5
5","

15
6
9

","7
3
4","-5
-1
-4","97
94
99","29%
25%
33%","1
1
0","2
1
1","-1
0
-1",FOKUS,Split,1,Group Stage,Day 3
139,JUGi,Jett,"0.65
0.33
0.86","145
83
188","9
2
7","

17
8
9

","3
1
2","-8
-6
-2","91
63
109","17%
18%
17%","3
0
3","5
3
2","-2
-3
+1",FOKUS,Split,1,Group Stage,Day 3
140,logaN,Cypher,"1.28
1.48
1.12","250
285
223","19
11
8","

12
6
6

","5
3
2","+7
+5
+2","171
178
166","20%
14%
27%","2
1
1","2
0
2","0
+1
-1",Gentle Mates,Bind,2,Group Stage,Day 3
141,nataNk,Skye,"1.19
2.00
0.50","204
371
66","19
16
3","

13
4
9

","5
3
2","+6
+12
-6","124
222
42","34%
29%
75%","3
3
0","5
2
3","-2
+1
-3",Gentle Mates,Bind,2,Group Stage,Day 3
142,TakaS,Raze,"0.99
1.16
0.85","250
280
226","18
9
9","

18
9
9

","4
3
1","0
0
0","176
202
154","19%
17%
21%","6
3
3","2
0
2","+4
+3
+1",Gentle Mates,Bind,2,Group Stage,Day 3
143,Wailers,Viper,"0.78
0.87
0.70","112
104
120","8
4
4","

16
6
10

","6
3
3","-8
-2
-6","76
72
79","24%
18%
27%","1
0
1","0
0
0","+1
0
+1",Gentle Mates,Bind,2,Group Stage,Day 3
144,beyAz,Brimstone,"0.72
0.96
0.51","85
113
64","4
3
1","

13
6
7

","11
8
3","-9
-3
-6","57
56
58","17%
11%
22%","1
1
0","0
0
0","+1
+1
0",Gentle Mates,Bind,2,Group Stage,Day 3
145,YaBoiLewis,Breach,"1.18
1.56
0.73","186
202
169","16
10
6","

13
4
9

","9
4
5","+3
+6
-3","132
135
128","48%
47%
50%","0
0
0","2
0
2","-2
0
-2",FOKUS,Bind,2,Group Stage,Day 3
146,KPZET,Brimstone,"1.04
1.47
0.51","152
201
95","12
8
4","

13
5
8

","12
11
1","-1
+3
-4","86
102
68","63%
55%
80%","2
2
0","2
0
2","0
+2
-2",FOKUS,Bind,2,Group Stage,Day 3
147,Lime,Yoru,"1.02
0.95
1.11","206
178
240","17
8
9","

15
7
8

","3
1
2","+2
+1
+1","136
125
150","37%
38%
35%","3
1
2","6
4
2","-3
-3
0",FOKUS,Bind,2,Group Stage,Day 3
148,waddle,Skye,"1.01
1.34
0.61","191
178
207","14
8
6","

13
4
9

","8
5
3","+1
+4
-3","121
112
132","13%
8%
21%","0
0
0","2
1
1","-2
-1
-1",FOKUS,Bind,2,Group Stage,Day 3
149,JUGi,Omen,"0.97
1.19
0.70","181
184
178","13
9
4","

14
5
9

","5
0
5","-1
+4
-5","116
106
127","31%
36%
29%","4
4
0","1
0
1","+3
+4
-1",FOKUS,Bind,2,Group Stage,Day 3
150,logaN,Killjoy,"1.27
1.27
1.27","208
230
187","20
10
10","

13
8
5

","3
2
1","+7
+2
+5","145
175
115","30%
30%
30%","2
0
2","2
1
1","0
-1
+1",Gentle Mates,Lotus,3,Group Stage,Day 3
151,Wailers,Astra,"1.25
1.17
1.33","157
156
159","14
7
7","

13
9
4

","13
5
8","+1
-2
+3","102
100
104","20%
24%
15%","1
1
0","1
0
1","0
+1
-1",Gentle Mates,Lotus,3,Group Stage,Day 3
152,beyAz,Skye,"1.21
1.36
1.06","224
256
194","22
14
8","

16
7
9

","10
5
5","+6
+7
-1","159
181
138","31%
44%
19%","1
1
0","2
1
1","-1
0
-1",Gentle Mates,Lotus,3,Group Stage,Day 3
153,nataNk,Phoenix,"1.20
0.79
1.61","278
230
327","24
10
14","

21
12
9

","7
2
5","+3
-2
+5","174
146
201","32%
42%
27%","4
1
3","6
4
2","-2
-3
+1",Gentle Mates,Lotus,3,Group Stage,Day 3
154,TakaS,Jett,"0.80
0.52
1.08","161
139
183","15
6
9","

19
13
6

","6
3
3","-4
-7
+3","115
110
120","28%
30%
27%","2
1
1","5
3
2","-3
-2
-1",Gentle Mates,Lotus,3,Group Stage,Day 3
155,YaBoiLewis,Kayo,"1.04
0.77
1.30","226
158
295","23
8
15","

20
10
10

","12
7
5","+3
-2
+5","136
104
169","40%
47%
37%","3
1
2","0
0
0","+3
+1
+2",FOKUS,Lotus,3,Group Stage,Day 3
156,Lime,Killjoy,"0.94
1.31
0.58","189
283
96","16
12
4","

18
8
10

","4
2
2","-2
+4
-6","132
190
75","19%
16%
27%","4
3
1","3
2
1","+1
+1
0",FOKUS,Lotus,3,Group Stage,Day 3
157,waddle,Viper,"0.89
0.52
1.25","193
109
277","16
4
12","

19
10
9

","11
4
7","-3
-6
+3","123
79
167","23%
25%
22%","1
0
1","2
1
1","-1
-1
0",FOKUS,Lotus,3,Group Stage,Day 3
158,JUGi,Neon,"0.87
0.71
1.04","219
190
249","20
9
11","

21
11
10

","6
4
2","-1
-2
+1","147
132
162","37%
24%
52%","7
3
4","2
1
1","+5
+2
+3",FOKUS,Lotus,3,Group Stage,Day 3
159,KPZET,Omen,"0.70
0.53
0.86","91
90
92","7
3
4","

17
9
8

","13
5
8","-10
-6
-4","67
79
55","16%
36%
4%","1
0
1","3
2
1","-2
-2
0",FOKUS,Lotus,3,Group Stage,Day 3
160,TakaS,Jett,"1.55
1.64
1.50","281
359
243","20
8
12","

9
4
5

","3
0
3","+11
+4
+7","190
269
150","29%
35%
24%","4
1
3","1
1
0","+3
0
+3",Gentle Mates,Lotus,1,Group Stage,Day 2
161,logaN,Killjoy,"1.42
1.76
1.25","198
267
165","13
6
7","

7
2
5

","4
1
3","+6
+4
+2","140
187
117","29%
40%
20%","4
1
3","1
0
1","+3
+1
+2",Gentle Mates,Lotus,1,Group Stage,Day 2
162,beyAz,Skye,"1.37
1.06
1.53","160
74
203","12
2
10","

6
3
3

","8
3
5","+6
-1
+7","102
46
130","33%
67%
30%","0
0
0","0
0
0","0
0
0",Gentle Mates,Lotus,1,Group Stage,Day 2
163,nataNk,Phoenix,"1.24
0.79
1.47","242
200
264","15
4
11","

11
6
5

","6
2
4","+4
-2
+6","144
117
158","25%
33%
22%","3
1
2","3
2
1","0
-1
+1",Gentle Mates,Lotus,1,Group Stage,Day 2
164,Wailers,Astra,"0.76
0.26
1.01","134
93
155","9
2
7","

11
6
5

","3
1
2","-2
-4
+2","91
45
113","19%
29%
16%","0
0
0","2
0
2","-2
0
-2",Gentle Mates,Lotus,1,Group Stage,Day 2
165,MiniBoo,Neon,"1.06
1.17
0.85","251
263
228","16
11
5","

14
9
5

","3
1
2","+2
+2
0","156
168
131","42%
30%
88%","3
2
1","4
3
1","-1
-1
0",Case Esports,Lotus,1,Group Stage,Day 2
166,Kiles,Killjoy,"0.80
1.02
0.36","165
232
31","9
8
1","

14
9
5

","2
1
1","-5
-1
-4","107
155
10","36%
45%
0%","2
2
0","0
0
0","+2
+2
0",Case Esports,Lotus,1,Group Stage,Day 2
167,roxie,Omen,"0.74
0.38
1.45","150
68
315","9
2
7","

14
10
4

","2
1
1","-5
-8
+3","111
60
213","54%
50%
56%","1
0
1","1
1
0","0
-1
+1",Case Esports,Lotus,1,Group Stage,Day 2
168,ease,Viper,"0.63
0.42
1.06","137
66
280","8
2
6","

14
10
4

","3
2
1","-6
-8
+2","98
47
200","52%
38%
60%","0
0
0","3
2
1","-3
-2
-1",Case Esports,Lotus,1,Group Stage,Day 2
169,Yurii,Skye,"0.35
0.28
0.50","45
15
105","2
0
2","

13
9
4

","5
3
2","-11
-9
-2","29
9
71","18%
0%
25%","1
0
1","3
2
1","-2
-2
0",Case Esports,Lotus,1,Group Stage,Day 2
170,TakaS,Jett,"1.62
1.79
1.44","323
372
274","29
17
12","

13
7
6

","2
0
2","+16
+10
+6","186
210
162","18%
21%
15%","4
4
0","2
0
2","+2
+4
-2",Gentle Mates,Split,2,Group Stage,Day 2
171,beyAz,Skye,"1.03
0.98
1.09","156
137
176","13
5
8","

15
8
7

","10
7
3","-2
-3
+1","102
97
106","14%
8%
22%","0
0
0","1
0
1","-1
0
-1",Gentle Mates,Split,2,Group Stage,Day 2
172,Wailers,Astra,"0.93
0.87
0.99","133
123
143","13
6
7","

16
8
8

","3
1
2","-3
-2
-1","92
88
96","13%
17%
11%","1
0
1","1
0
1","0
0
0",Gentle Mates,Split,2,Group Stage,Day 2
173,nataNk,Raze,"0.90
0.72
1.09","208
159
258","17
6
11","

18
12
6

","6
5
1","-1
-6
+5","147
119
175","19%
19%
20%","1
0
1","9
5
4","-8
-5
-3",Gentle Mates,Split,2,Group Stage,Day 2
174,logaN,Viper,"0.85
0.55
1.14","110
52
170","10
2
8","

14
8
6

","4
3
1","-4
-6
+2","72
42
102","20%
33%
17%","3
1
2","2
2
0","+1
-1
+2",Gentle Mates,Split,2,Group Stage,Day 2
175,MiniBoo,Jett,"1.19
0.88
1.50","242
207
277","21
8
13","

14
9
5

","1
1
0","+7
-1
+8","158
131
184","52%
50%
53%","7
4
3","4
2
2","+3
+2
+1",Case Esports,Split,2,Group Stage,Day 2
176,Kiles,Viper,"0.99
0.87
1.12","163
169
159","13
7
6","

14
8
6

","8
2
6","-1
-1
0","126
119
132","37%
60%
22%","2
1
1","0
0
0","+2
+1
+1",Case Esports,Split,2,Group Stage,Day 2
177,ease,Astra,"0.91
0.70
1.12","165
125
206","13
4
9","

17
9
8

","15
6
9","-4
-5
+1","106
83
129","14%
10%
17%","3
1
2","2
1
1","+1
0
+1",Case Esports,Split,2,Group Stage,Day 2
178,roxie,Raze,"0.79
0.96
0.61","181
231
132","15
10
5","

19
10
9

","2
0
2","-4
0
-4","120
145
95","24%
30%
17%","2
2
0","3
1
2","-1
+1
-2",Case Esports,Split,2,Group Stage,Day 2
179,Yurii,Skye,"0.70
0.52
0.88","157
110
205","14
5
9","

18
10
8

","3
2
1","-4
-5
+1","95
68
122","17%
20%
15%","1
0
1","0
0
0","+1
0
+1",Case Esports,Split,2,Group Stage,Day 2
180,Moh,Omen,"1.19
1.34
1.10","262
288
245","18
8
10","

16
6
10

","8
5
3","+2
+2
0","157
173
147","55%
75%
43%","1
0
1","0
0
0","+1
0
+1",Team Falcons,Haven,1,Group Stage,Day 1
181,alvar,Jett,"0.78
0.49
0.97","164
135
184","12
4
8","

17
7
10

","2
1
1","-5
-3
-2","114
102
122","32%
44%
23%","4
2
2","2
2
0","+2
0
+2",Team Falcons,Haven,1,Group Stage,Day 1
182,OuTLaW,Killjoy,"0.73
1.28
0.37","153
265
79","10
9
1","

15
5
10

","2
0
2","-5
+4
-9","117
178
76","24%
29%
19%","0
0
0","2
1
1","-2
-1
-1",Team Falcons,Haven,1,Group Stage,Day 1
183,SpYzera,Breach,"0.64
0.77
0.55","104
191
46","8
6
2","

16
7
9

","7
3
4","-8
-1
-7","71
123
37","30%
45%
11%","1
1
0","4
2
2","-3
-1
-2",Team Falcons,Haven,1,Group Stage,Day 1
184,KHaaLiD,Sova,"0.48
0.66
0.36","115
93
130","7
2
5","

17
6
11

","4
3
1","-10
-4
-6","82
72
89","24%
25%
23%","2
0
2","4
0
4","-2
0
-2",Team Falcons,Haven,1,Group Stage,Day 1
185,beyAz,Sova,"1.72
2.24
0.93","309
437
118","24
22
2","

7
3
4

","9
7
2","+17
+19
-2","192
262
85","36%
37%
33%","1
1
0","1
1
0","0
0
0",Gentle Mates,Haven,1,Group Stage,Day 1
186,TakaS,Jett,"1.44
1.63
1.16","306
333
266","21
14
7","

11
5
6

","3
2
1","+10
+9
+1","204
221
177","34%
26%
58%","6
4
2","1
1
0","+5
+3
+2",Gentle Mates,Haven,1,Group Stage,Day 1
187,logaN,Killjoy,"1.17
0.75
1.79","223
89
424","16
5
11","

12
5
7

","2
1
1","+4
0
+4","162
70
302","37%
33%
38%","4
1
3","1
1
0","+3
0
+3",Gentle Mates,Haven,1,Group Stage,Day 1
188,nataNk,Breach,"1.08
0.96
1.25","193
169
231","14
8
6","

13
7
6

","10
5
5","+1
+1
0","132
105
174","30%
16%
50%","0
0
0","3
2
1","-3
-2
-1",Gentle Mates,Haven,1,Group Stage,Day 1
189,Wailers,Omen,"0.82
1.06
0.46","94
121
53","6
4
2","

12
6
6

","12
9
3","-6
-2
-4","50
63
30","18%
15%
25%","1
1
0","2
0
2","-1
+1
-2",Gentle Mates,Haven,1,Group Stage,Day 1
190,Moh,Astra,"1.26
0.91
1.69","294
272
322","25
12
13","

16
11
5

","5
0
5","+9
+1
+8","174
162
189","26%
29%
23%","3
0
3","2
2
0","+1
-2
+3",Team Falcons,Ascent,2,Group Stage,Day 1
191,KHaaLiD,Sova,"1.04
0.64
1.52","184
106
279","12
3
9","

15
10
5

","10
4
6","-3
-7
+4","150
93
218","33%
33%
33%","2
1
1","2
1
1","0
0
0",Team Falcons,Ascent,2,Group Stage,Day 1
192,OuTLaW,Kayo,"0.92
0.70
1.19","164
159
172","13
6
7","

17
11
6

","9
5
4","-4
-5
+1","104
99
110","31%
50%
19%","2
1
1","2
2
0","0
-1
+1",Team Falcons,Ascent,2,Group Stage,Day 1
193,alvar,Jett,"0.75
0.51
1.03","154
162
145","12
6
6","

18
11
7

","3
1
2","-6
-5
-1","109
112
105","25%
27%
21%","2
1
1","4
3
1","-2
-2
0",Team Falcons,Ascent,2,Group Stage,Day 1
194,SpYzera,Fade,"0.53
0.42
0.67","124
103
151","8
4
4","

19
11
8

","5
2
3","-11
-7
-4","79
63
98","15%
13%
17%","2
0
2","1
1
0","+1
-1
+2",Team Falcons,Ascent,2,Group Stage,Day 1
195,nataNk,Kayo,"1.47
0.90
1.94","269
166
356","20
5
15","

11
7
4

","15
9
6","+9
-2
+11","181
118
233","30%
25%
32%","2
0
2","2
2
0","0
-2
+2",Gentle Mates,Ascent,2,Group Stage,Day 1
196,TakaS,Jett,"1.32
1.05
1.54","321
310
332","27
11
16","

15
10
5

","0
0
0","+12
+1
+11","197
216
182","27%
37%
17%","5
2
3","4
3
1","+1
-1
+2",Gentle Mates,Ascent,2,Group Stage,Day 1
197,beyAz,Sova,"1.05
0.84
1.23","148
139
156","13
6
7","

12
7
5

","8
2
6","+1
-1
+2","94
84
103","29%
23%
33%","2
0
2","3
1
2","-1
-1
0",Gentle Mates,Ascent,2,Group Stage,Day 1
198,Wailers,Omen,"0.99
0.84
1.12","159
164
155","13
6
7","

14
8
6

","6
3
3","-1
-2
+1","111
120
103","37%
50%
29%","1
0
1","1
1
0","0
-1
+1",Gentle Mates,Ascent,2,Group Stage,Day 1
199,logaN,Killjoy,"0.85
0.73
0.96","183
121
236","12
3
9","

18
8
10

","12
5
7","-6
-5
-1","137
102
166","18%
11%
23%","1
0
1","1
1
0","0
-1
+1",Gentle Mates,Ascent,2,Group Stage,Day 1
